"   ","AREACODE","AREANAME","PARENTCODE","AREA_LEVEL"
"1885","141102","离石区","1411","3"
"1886","141123","兴县","1411","3"
"1887","141129","中阳县","1411","3"
"1888","141182","汾阳市","1411","3"
"1889","150103","回民区","1501","3"
"1890","150121","土默特左旗","1501","3"
"1891","150124","清水河县","1501","3"
"1892","150202","东河区","1502","3"
"1893","150205","石拐区","1502","3"
"1894","150221","土默特右旗","1502","3"
"1895","150403","元宝山区","1504","3"
"1896","150422","巴林左旗","1504","3"
"1897","150425","克什克腾旗","1504","3"
"1898","150429","宁城县","1504","3"
"1899","150303","海南区","1503","3"
"1900","150602","东胜区","1506","3"
"1901","150622","准格尔旗","1506","3"
"1902","150625","杭锦旗","1506","3"
"1903","150502","科尔沁区","1505","3"
"1904","150523","开鲁县","1505","3"
"1905","150526","扎鲁特旗","1505","3"
"1906","150702","海拉尔区","1507","3"
"1907","150722","莫力达瓦达斡尔族自治旗","1507","3"
"1908","150725","陈巴尔虎旗","1507","3"
"1909","150781","满洲里市","1507","3"
"1910","150784","额尔古纳市","1507","3"
"1911","150802","临河区","1508","3"
"1912","150823","乌拉特前旗","1508","3"
"1913","150826","杭锦后旗","1508","3"
"1914","150921","卓资县","1509","3"
"1915","150924","兴和县","1509","3"
"1916","150927","察哈尔右翼中旗","1509","3"
"1917","152201","乌兰浩特市","1522","3"
"1918","152222","科尔沁右翼中旗","1522","3"
"1919","152501","二连浩特市","1525","3"
"1920","152523","苏尼特左旗","1525","3"
"1921","152526","西乌珠穆沁旗","1525","3"
"1922","152529","正镶白旗","1525","3"
"1923","152921","阿拉善左旗","1529","3"
"1924","210102","和平区","2101","3"
"1925","210111","苏家屯区","2101","3"
"1926","210114","于洪区","2101","3"
"1927","210124","法库县","2101","3"
"1928","210202","中山区","2102","3"
"1929","210211","甘井子区","2102","3"
"1930","210214","普兰店区","2102","3"
"1931","210283","庄河市","2102","3"
"1932","210303","铁西区","2103","3"
"1933","210321","台安县","2103","3"
"1934","210403","东洲区","2104","3"
"1935","210421","抚顺县","2104","3"
"1936","210502","平山区","2105","3"
"1937","210505","南芬区","2105","3"
"1938","210603","振兴区","2106","3"
"1939","210681","东港市","2106","3"
"1940","210703","凌河区","2107","3"
"1941","210727","义县","2107","3"
"1942","210802","站前区","2108","3"
"1943","210811","老边区","2108","3"
"1944","210903","新邱区","2109","3"
"1945","210911","细河区","2109","3"
"1946","211002","白塔区","2110","3"
"1947","211021","辽阳县","2110","3"
"1948","211102","双台子区","2111","3"
"1949","211122","盘山县","2111","3"
"1950","211204","清河区","2112","3"
"1951","211224","昌图县","2112","3"
"1952","211302","双塔区","2113","3"
"1953","211322","建平县","2113","3"
"1954","211382","凌源市","2113","3"
"1955","211403","龙港区","2114","3"
"1956","211422","建昌县","2114","3"
"1957","220102","南关区","2201","3"
"1958","220105","二道区","2201","3"
"1959","220113","九台区","2201","3"
"1960","220203","龙潭区","2202","3"
"1961","220211","丰满区","2202","3"
"1962","220282","桦甸市","2202","3"
"1963","220303","铁东区","2203","3"
"1964","220381","公主岭市","2203","3"
"1965","220402","龙山区","2204","3"
"1966","220422","东辽县","2204","3"
"1967","110102","西城区","11","3"
"1968","110107","石景山区","11","3"
"1969","110111","房山区","11","3"
"1970","110114","昌平区","11","3"
"1971","110117","平谷区","11","3"
"1972","120101","和平区","12","3"
"1973","120104","南开区","12","3"
"1974","120110","东丽区","12","3"
"1975","120113","北辰区","12","3"
"1976","120116","滨海新区","12","3"
"1977","120119","蓟州区","12","3"
"1978","130104","桥西区","1301","3"
"1979","130108","裕华区","1301","3"
"1980","130111","栾城区","1301","3"
"1981","130125","行唐县","1301","3"
"1982","130128","深泽县","1301","3"
"1983","130131","平山县","1301","3"
"1984","130183","晋州市","1301","3"
"1985","130203","路北区","1302","3"
"1986","130223","滦县","1302","3"
"1987","130227","迁西县","1302","3"
"1988","130283","迁安市","1302","3"
"1989","130303","山海关区","1303","3"
"1990","130321","青龙满族自治县","1303","3"
"1991","130403","丛台区","1304","3"
"1992","130421","邯郸县","1304","3"
"1993","130424","成安县","1304","3"
"1994","130427","磁县","1304","3"
"1995","130430","邱县","1304","3"
"1996","130433","馆陶县","1304","3"
"1997","130481","武安市","1304","3"
"1998","130503","桥西区","1305","3"
"1999","130523","内丘县","1305","3"
"2000","130526","任县","1305","3"
"2001","130529","巨鹿县","1305","3"
"2002","130532","平乡县","1305","3"
"2003","130535","临西县","1305","3"
"2004","130602","竞秀区","1306","3"
"2005","130608","清苑区","1306","3"
"2006","341225","阜南县","3412","3"
"2007","341302","埇桥区","3413","3"
"2008","341323","灵璧县","3413","3"
"2009","341502","金安区","3415","3"
"2010","341522","霍邱县","3415","3"
"2011","341525","霍山县","3415","3"
"2012","341621","涡阳县","3416","3"
"2013","341702","贵池区","3417","3"
"2014","341723","青阳县","3417","3"
"2015","341821","郎溪县","3418","3"
"2016","341824","绩溪县","3418","3"
"2017","350103","台江区","3501","3"
"2018","350111","晋安区","3501","3"
"2019","350123","罗源县","3501","3"
"2020","350128","平潭县","3501","3"
"2021","350203","思明区","3502","3"
"2022","350211","集美区","3502","3"
"2023","350305","秀屿区","3503","3"
"2024","350402","梅列区","3504","3"
"2025","350423","清流县","3504","3"
"2026","220602","浑江区","2206","3"
"2027","220622","靖宇县","2206","3"
"2028","220502","东昌区","2205","3"
"2029","220521","通化县","2205","3"
"2030","220581","梅河口市","2205","3"
"2031","220702","宁江区","2207","3"
"2032","220723","乾安县","2207","3"
"2033","220802","洮北区","2208","3"
"2034","220881","洮南市","2208","3"
"2035","222402","图们市","2224","3"
"2036","222405","龙井市","2224","3"
"2037","222426","安图县","2224","3"
"2038","230103","南岗区","2301","3"
"2039","230109","松北区","2301","3"
"2040","230112","阿城区","2301","3"
"2041","230124","方正县","2301","3"
"2042","230127","木兰县","2301","3"
"2043","230183","尚志市","2301","3"
"2044","310104","徐汇区","31","3"
"2045","310107","普陀区","31","3"
"2046","310112","闵行区","31","3"
"2047","310115","浦东新区","31","3"
"2048","310118","青浦区","31","3"
"2049","230202","龙沙区","2302","3"
"2050","230205","昂昂溪区","2302","3"
"2051","230206","富拉尔基区","2302","3"
"2052","230221","龙江县","2302","3"
"2053","230225","甘南县","2302","3"
"2054","230230","克东县","2302","3"
"2055","230303","恒山区","2303","3"
"2056","230321","鸡东县","2303","3"
"2057","230403","工农区","2304","3"
"2058","230406","东山区","2304","3"
"2059","230422","绥滨县","2304","3"
"2060","230503","岭东区","2305","3"
"2061","230521","集贤县","2305","3"
"2062","230524","饶河县","2305","3"
"2063","230603","龙凤区","2306","3"
"2064","230605","红岗区","2306","3"
"2065","230622","肇源县","2306","3"
"2066","230703","南岔区","2307","3"
"2067","230706","翠峦区","2307","3"
"2068","230709","金山屯区","2307","3"
"2069","230712","汤旺河区","2307","3"
"2070","230715","红星区","2307","3"
"2071","230781","铁力市","2307","3"
"2072","230803","向阳区","2308","3"
"2073","230811","郊区","2308","3"
"2074","230826","桦川县","2308","3"
"2075","230882","富锦市","2308","3"
"2076","230902","新兴区","2309","3"
"2077","230921","勃利县","2309","3"
"2078","231003","阳明区","2310","3"
"2079","231025","林口县","2310","3"
"2080","231084","宁安市","2310","3"
"2081","540122","当雄县","5401","3"
"2082","540126","达孜县","5401","3"
"2083","540221","南木林县","5402","3"
"2084","540321","江达县","5403","3"
"2085","540324","丁青县","5403","3"
"2086","540327","左贡县","5403","3"
"2087","540330","边坝县","5403","3"
"2088","540225","拉孜县","5402","3"
"2089","540228","白朗县","5402","3"
"2090","540230","康马县","5402","3"
"2091","540233","亚东县","5402","3"
"2092","540236","萨嘎县","5402","3"
"2093","540421","工布江达县","5404","3"
"2094","540424","波密县","5404","3"
"2095","540521","扎囊县","5405","3"
"2096","540524","琼结县","5405","3"
"2097","540527","洛扎县","5405","3"
"2098","540530","错那县","5405","3"
"2099","542422","嘉黎县","5424","3"
"2100","542425","安多县","5424","3"
"2101","542428","班戈县","5424","3"
"2102","542431","双湖县","5424","3"
"2103","542523","噶尔县","5425","3"
"2104","542526","改则县","5425","3"
"2105","513221","汶川县","5132","3"
"2106","513224","松潘县","5132","3"
"2107","513226","金川县","5132","3"
"2108","513230","壤塘县","5132","3"
"2109","513233","红原县","5132","3"
"2110","610103","碑林区","6101","3"
"2111","610112","未央区","6101","3"
"2112","610115","临潼区","6101","3"
"2113","610122","蓝田县","6101","3"
"2114","610203","印台区","6102","3"
"2115","610302","渭滨区","6103","3"
"2116","610322","凤翔县","6103","3"
"2117","610326","眉县","6103","3"
"2118","610329","麟游县","6103","3"
"2119","610402","秦都区","6104","3"
"2120","610422","三原县","6104","3"
"2121","610425","礼泉县","6104","3"
"2122","610428","长武县","6104","3"
"2123","610431","武功县","6104","3"
"2124","610503","华州区","6105","3"
"2125","610524","合阳县","6105","3"
"2126","610527","白水县","6105","3"
"2127","610582","华阴市","6105","3"
"2128","610603","安塞区","6106","3"
"2129","610622","延川县","6106","3"
"2130","610626","吴起县","6106","3"
"2131","610629","洛川县","6106","3"
"2132","610632","黄陵县","6106","3"
"2133","610721","南郑县","6107","3"
"2134","610724","西乡县","6107","3"
"2135","610727","略阳县","6107","3"
"2136","610730","佛坪县","6107","3"
"2137","610803","横山区","6108","3"
"2138","610824","靖边县","6108","3"
"2139","610827","米脂县","6108","3"
"2140","610902","汉滨区","6109","3"
"2141","610923","宁陕县","6109","3"
"2142","610926","平利县","6109","3"
"2143","610929","白河县","6109","3"
"2144","611002","商州区","6110","3"
"2145","611023","商南县","6110","3"
"2146","350426","尤溪县","3504","3"
"2147","350429","泰宁县","3504","3"
"2148","350503","丰泽区","3505","3"
"2149","350521","惠安县","3505","3"
"2150","350526","德化县","3505","3"
"2151","350582","晋江市","3505","3"
"2152","350603","龙文区","3506","3"
"2153","350624","诏安县","3506","3"
"2154","350627","南靖县","3506","3"
"2155","350681","龙海市","3506","3"
"2156","350703","建阳区","3507","3"
"2157","350723","光泽县","3507","3"
"2158","350781","邵武市","3507","3"
"2159","350802","新罗区","3508","3"
"2160","350823","上杭县","3508","3"
"2161","350881","漳平市","3508","3"
"2162","360103","西湖区","3601","3"
"2163","360111","青山湖区","3601","3"
"2164","360123","安义县","3601","3"
"2165","360202","昌江区","3602","3"
"2166","360281","乐平市","3602","3"
"2167","360313","湘东区","3603","3"
"2168","360323","芦溪县","3603","3"
"2169","360403","浔阳区","3604","3"
"2170","360423","武宁县","3604","3"
"2171","360426","德安县","3604","3"
"2172","360430","彭泽县","3604","3"
"2173","360482","共青城市","3604","3"
"2174","360502","渝水区","3605","3"
"2175","360602","月湖区","3606","3"
"2176","360703","南康区","3607","3"
"2177","360723","大余县","3607","3"
"2178","360726","安远县","3607","3"
"2179","360729","全南县","3607","3"
"2180","360732","兴国县","3607","3"
"2181","360735","石城县","3607","3"
"2182","360803","青原区","3608","3"
"2183","360823","峡江县","3608","3"
"2184","360826","泰和县","3608","3"
"2185","360829","安福县","3608","3"
"2186","361002","临川区","3610","3"
"2187","361023","南丰县","3610","3"
"2188","361026","宜黄县","3610","3"
"2189","361029","东乡县","3610","3"
"2190","361102","信州区","3611","3"
"2191","361123","玉山县","3611","3"
"2192","361126","弋阳县","3611","3"
"2193","361129","万年县","3611","3"
"2194","370202","市南区","3702","3"
"2195","370212","崂山区","3702","3"
"2196","370281","胶州市","3702","3"
"2197","370285","莱西市","3702","3"
"2198","370105","天桥区","3701","3"
"2199","370124","平阴县","3701","3"
"2200","370181","章丘市","3701","3"
"2201","370303","张店区","3703","3"
"2202","370306","周村区","3703","3"
"2203","370323","沂源县","3703","3"
"2204","370403","薛城区","3704","3"
"2205","370405","台儿庄区","3704","3"
"2206","370503","河口区","3705","3"
"2207","370523","广饶县","3705","3"
"2208","360921","奉新县","3609","3"
"2209","231121","嫩江县","2311","3"
"2210","231181","北安市","2311","3"
"2211","231202","北林区","2312","3"
"2212","231223","青冈县","2312","3"
"2213","231226","绥棱县","2312","3"
"2214","231283","海伦市","2312","3"
"2215","232721","呼玛县","2327","3"
"2216","320104","秦淮区","3201","3"
"2217","320111","浦口区","3201","3"
"2218","320115","江宁区","3201","3"
"2219","320118","高淳区","3201","3"
"2220","320205","锡山区","3202","3"
"2221","320213","梁溪区","3202","3"
"2222","320282","宜兴市","3202","3"
"2223","320303","云龙区","3203","3"
"2224","320312","铜山区","3203","3"
"2225","320404","钟楼区","3204","3"
"2226","320413","金坛区","3204","3"
"2227","320381","新沂市","3203","3"
"2228","320505","虎丘区","3205","3"
"2229","320507","相城区","3205","3"
"2230","320581","常熟市","3205","3"
"2231","320585","太仓市","3205","3"
"2232","611026","柞水县","6110","3"
"2233","630103","城中区","6301","3"
"2234","630121","大通回族土族自治县","6301","3"
"2235","630203","平安区","6302","3"
"2236","630224","化隆回族自治县","6302","3"
"2237","632222","祁连县","6322","3"
"2238","632321","同仁县","6323","3"
"2239","632324","河南蒙古族自治县","6323","3"
"2240","632523","贵德县","6325","3"
"2241","632621","玛沁县","6326","3"
"2242","632701","玉树市","6327","3"
"2243","632724","治多县","6327","3"
"2244","632801","格尔木市","6328","3"
"2245","632822","都兰县","6328","3"
"2246","640104","兴庆区","6401","3"
"2247","640202","大武口区","6402","3"
"2248","640106","金凤区","6401","3"
"2249","640181","灵武市","6401","3"
"2250","640422","西吉县","6404","3"
"2251","640425","彭阳县","6404","3"
"2252","640303","红寺堡区","6403","3"
"2253","640381","青铜峡市","6403","3"
"2254","640521","中宁县","6405","3"
"2255","451321","忻城县","4513","3"
"2256","451324","金秀瑶族自治县","4513","3"
"2257","320623","如东县","3206","3"
"2258","320684","海门市","3206","3"
"2259","320706","海州区","3207","3"
"2260","320723","灌云县","3207","3"
"2261","320803","淮安区","3208","3"
"2262","320813","洪泽区","3208","3"
"2263","320831","金湖县","3208","3"
"2264","320903","盐都区","3209","3"
"2265","320922","滨海县","3209","3"
"2266","320925","建湖县","3209","3"
"2267","321002","广陵区","3210","3"
"2268","321012","江都区","3210","3"
"2269","321084","高邮市","3210","3"
"2270","321111","润州区","3211","3"
"2271","321182","扬中市","3211","3"
"2272","321202","海陵区","3212","3"
"2273","321281","兴化市","3212","3"
"2274","321311","宿豫区","3213","3"
"2275","321324","泗洪县","3213","3"
"2276","330102","上城区","3301","3"
"2277","330105","拱墅区","3301","3"
"2278","330109","萧山区","3301","3"
"2279","330122","桐庐县","3301","3"
"2280","330185","临安市","3301","3"
"2281","330204","江东区","3302","3"
"2282","330211","镇海区","3302","3"
"2283","330226","宁海县","3302","3"
"2284","330283","奉化市","3302","3"
"2285","330303","龙湾区","3303","3"
"2286","330326","平阳县","3303","3"
"2287","330328","文成县","3303","3"
"2288","330382","乐清市","3303","3"
"2289","330411","秀洲区","3304","3"
"2290","330481","海宁市","3304","3"
"2291","330503","南浔区","3305","3"
"2292","330523","安吉县","3305","3"
"2293","330603","柯桥区","3306","3"
"2294","330681","诸暨市","3306","3"
"2295","330703","金东区","3307","3"
"2296","330727","磐安县","3307","3"
"2297","330783","东阳市","3307","3"
"2298","330824","开化县","3308","3"
"2299","330902","定海区","3309","3"
"2300","331003","黄岩区","3310","3"
"2301","331022","三门县","3310","3"
"2302","331081","温岭市","3310","3"
"2303","331102","莲都区","3311","3"
"2304","331123","遂昌县","3311","3"
"2305","331126","庆元县","3311","3"
"2306","340102","瑶海区","3401","3"
"2307","340111","包河区","3401","3"
"2308","340123","肥西县","3401","3"
"2309","340203","弋江区","3402","3"
"2310","340221","芜湖县","3402","3"
"2311","340225","无为县","3402","3"
"2312","340303","蚌山区","3403","3"
"2313","340311","淮上区","3403","3"
"2314","340323","固镇县","3403","3"
"2315","340403","田家庵区","3404","3"
"2316","340406","潘集区","3404","3"
"2317","340504","雨山区","3405","3"
"2318","340522","含山县","3405","3"
"2319","340602","杜集区","3406","3"
"2320","340621","濉溪县","3406","3"
"2321","340706","义安区","3407","3"
"2322","340722","枞阳县","3407","3"
"2323","341003","黄山区","3410","3"
"2324","341103","南谯区","3411","3"
"2325","341125","定远县","3411","3"
"2326","341182","明光市","3411","3"
"2327","341022","休宁县","3410","3"
"2328","341203","颍东区","3412","3"
"2329","430726","石门县","4307","3"
"2330","430802","永定区","4308","3"
"2331","430821","慈利县","4308","3"
"2332","430902","资阳区","4309","3"
"2333","430922","桃江县","4309","3"
"2334","431003","苏仙区","4310","3"
"2335","431023","永兴县","4310","3"
"2336","431026","汝城县","4310","3"
"2337","431081","资兴市","4310","3"
"2338","431123","双牌县","4311","3"
"2339","431126","宁远县","4311","3"
"2340","431129","江华瑶族自治县","4311","3"
"2341","340803","大观区","3408","3"
"2342","340824","潜山县","3408","3"
"2343","340827","望江县","3408","3"
"2344","431202","鹤城区","4312","3"
"2345","431223","辰溪县","4312","3"
"2346","431226","麻阳苗族自治县","4312","3"
"2347","431229","靖州苗族侗族自治县","4312","3"
"2348","433122","泸溪县","4331","3"
"2349","433125","保靖县","4331","3"
"2350","433130","龙山县","4331","3"
"2351","350921","霞浦县","3509","3"
"2352","350924","寿宁县","3509","3"
"2353","350926","柘荣县","3509","3"
"2354","422801","恩施市","4228","3"
"2355","422823","巴东县","4228","3"
"2356","422827","来凤县","4228","3"
"2357","429005","潜江市","4290","3"
"2358","440104","越秀区","4401","3"
"2359","440111","白云区","4401","3"
"2360","440114","花都区","4401","3"
"2361","440118","增城区","4401","3"
"2362","440204","浈江区","4402","3"
"2363","440224","仁化县","4402","3"
"2364","440232","乳源瑶族自治县","4402","3"
"2365","440303","罗湖区","4403","3"
"2366","440306","宝安区","4403","3"
"2367","440403","斗门区","4404","3"
"2368","440507","龙湖区","4405","3"
"2369","440523","南澳县","4405","3"
"2370","440604","禅城区","4406","3"
"2371","440607","三水区","4406","3"
"2372","445202","榕城区","4452","3"
"2373","445224","惠来县","4452","3"
"2374","445102","湘桥区","4451","3"
"2375","445303","云安区","4453","3"
"2376","445381","罗定市","4453","3"
"2377","450103","青秀区","4501","3"
"2378","450108","良庆区","4501","3"
"2379","450110","武鸣区","4501","3"
"2380","450125","上林县","4501","3"
"2381","430406","雁峰区","4304","3"
"2382","430412","南岳区","4304","3"
"2383","430423","衡山县","4304","3"
"2384","430481","耒阳市","4304","3"
"2385","450202","城中区","4502","3"
"2386","450205","柳北区","4502","3"
"2387","450303","叠彩区","4503","3"
"2388","450305","七星区","4503","3"
"2389","450321","阳朔县","4503","3"
"2390","450325","兴安县","4503","3"
"2391","450328","龙胜各族自治县","4503","3"
"2392","450332","恭城瑶族自治县","4503","3"
"2393","450223","鹿寨县","4502","3"
"2394","450226","三江侗族自治县","4502","3"
"2395","371521","阳谷县","3715","3"
"2396","371524","东阿县","3715","3"
"2397","371581","临清市","3715","3"
"2398","450405","长洲区","4504","3"
"2399","450422","藤县","4504","3"
"2400","450502","海城区","4505","3"
"2401","450521","合浦县","4505","3"
"2402","450603","防城区","4506","3"
"2403","450703","钦北区","4507","3"
"2404","450802","港北区","4508","3"
"2405","450821","平南县","4508","3"
"2406","450922","陆川县","4509","3"
"2407","450981","北流市","4509","3"
"2408","451021","田阳县","4510","3"
"2409","451024","德保县","4510","3"
"2410","451028","乐业县","4510","3"
"2411","451031","隆林各族自治县","4510","3"
"2412","451102","八步区","4511","3"
"2413","451121","昭平县","4511","3"
"2414","451221","南丹县","4512","3"
"2415","451224","东兰县","4512","3"
"2416","451227","巴马瑶族自治县","4512","3"
"2417","451281","宜州市","4512","3"
"2418","451421","扶绥县","4514","3"
"2419","130609","徐水区","1306","3"
"2420","130626","定兴县","1306","3"
"2421","130629","容城县","1306","3"
"2422","130632","安新县","1306","3"
"2423","130635","蠡县","1306","3"
"2424","130638","雄县","1306","3"
"2425","130684","高碑店市","1306","3"
"2426","130821","承德县","1308","3"
"2427","130824","滦平县","1308","3"
"2428","130827","宽城满族自治县","1308","3"
"2429","130702","桥东区","1307","3"
"2430","130706","下花园区","1307","3"
"2431","130722","张北县","1307","3"
"2432","130725","尚义县","1307","3"
"2433","130728","怀安县","1307","3"
"2434","130732","赤城县","1307","3"
"2435","130903","运河区","1309","3"
"2436","130923","东光县","1309","3"
"2437","130926","肃宁县","1309","3"
"2438","130929","献县","1309","3"
"2439","130981","泊头市","1309","3"
"2440","130984","河间市","1309","3"
"2441","131003","广阳区","1310","3"
"2442","131024","香河县","1310","3"
"2443","131028","大厂回族自治县","1310","3"
"2444","131103","冀州区","1311","3"
"2445","131123","武强县","1311","3"
"2446","131126","故城县","1311","3"
"2447","360924","宜丰县","3609","3"
"2448","360981","丰城市","3609","3"
"2449","370602","芝罘区","3706","3"
"2450","370613","莱山区","3706","3"
"2451","370682","莱阳市","3706","3"
"2452","370685","招远市","3706","3"
"2453","370705","奎文区","3707","3"
"2454","370781","青州市","3707","3"
"2455","370784","安丘市","3707","3"
"2456","370812","兖州区","3708","3"
"2457","370828","金乡县","3708","3"
"2458","370831","泗水县","3708","3"
"2459","370883","邹城市","3708","3"
"2460","370902","泰山区","3709","3"
"2461","370923","东平县","3709","3"
"2462","371003","文登区","3710","3"
"2463","371102","东港区","3711","3"
"2464","371122","莒县","3711","3"
"2465","371203","钢城区","3712","3"
"2466","371311","罗庄区","3713","3"
"2467","371322","郯城县","3713","3"
"2468","371325","费县","3713","3"
"2469","371328","蒙阴县","3713","3"
"2470","371402","德城区","3714","3"
"2471","371423","庆云县","3714","3"
"2472","371426","平原县","3714","3"
"2473","371481","乐陵市","3714","3"
"2474","371603","沾化区","3716","3"
"2475","371623","无棣县","3716","3"
"2476","371703","定陶区","3717","3"
"2477","371722","单县","3717","3"
"2478","371725","郓城县","3717","3"
"2479","410103","二七区","4101","3"
"2480","410106","上街区","4101","3"
"2481","410181","巩义市","4101","3"
"2482","410184","新郑市","4101","3"
"2483","410202","龙亭区","4102","3"
"2484","410205","禹王台区","4102","3"
"2485","410221","杞县","4102","3"
"2486","410223","尉氏县","4102","3"
"2487","410302","老城区","4103","3"
"2488","410305","涧西区","4103","3"
"2489","410322","孟津县","4103","3"
"2490","410325","嵩县","4103","3"
"2491","410403","卫东区","4104","3"
"2492","410421","宝丰县","4104","3"
"2493","410425","郏县","4104","3"
"2494","410482","汝州市","4104","3"
"2495","451424","大新县","4514","3"
"2496","460105","秀英区","4601","3"
"2497","460108","美兰区","4601","3"
"2498","460203","吉阳区","4602","3"
"2499","460321","西沙群岛","4603","3"
"2500","469005","文昌市","4690","3"
"2501","469021","定安县","4690","3"
"2502","469024","临高县","4690","3"
"2503","469027","乐东黎族自治县","4690","3"
"2504","469030","琼中黎族苗族自治县","4690","3"
"2505","510106","金牛区","5101","3"
"2506","510112","龙泉驿区","5101","3"
"2507","510115","温江区","5101","3"
"2508","510124","郫县","5101","3"
"2509","510132","新津县","5101","3"
"2510","510182","彭州市","5101","3"
"2511","510185","简阳市","5101","3"
"2512","510302","自流井区","5103","3"
"2513","510311","沿滩区","5103","3"
"2514","510402","东区","5104","3"
"2515","510421","米易县","5104","3"
"2516","510502","江阳区","5105","3"
"2517","510521","泸县","5105","3"
"2518","510525","古蔺县","5105","3"
"2519","510623","中江县","5106","3"
"2520","510682","什邡市","5106","3"
"2521","510704","游仙区","5107","3"
"2522","510723","盐亭县","5107","3"
"2523","510727","平武县","5107","3"
"2524","510802","利州区","5108","3"
"2525","510821","旺苍县","5108","3"
"2526","510824","苍溪县","5108","3"
"2527","510904","安居区","5109","3"
"2528","511011","东兴区","5110","3"
"2529","511025","资中县","5110","3"
"2530","511102","市中区","5111","3"
"2531","511113","金口河区","5111","3"
"2532","511126","夹江县","5111","3"
"2533","511133","马边彝族自治县","5111","3"
"2534","511303","高坪区","5113","3"
"2535","511321","南部县","5113","3"
"2536","511324","仪陇县","5113","3"
"2537","511403","彭山区","5114","3"
"2538","511424","丹棱县","5114","3"
"2539","511502","翠屏区","5115","3"
"2540","511523","江安县","5115","3"
"2541","511526","珙县","5115","3"
"2542","511529","屏山县","5115","3"
"2543","511602","广安区","5116","3"
"2544","511622","武胜县","5116","3"
"2545","511703","达川区","5117","3"
"2546","511724","大竹县","5117","3"
"2547","511802","雨城区","5118","3"
"2548","511823","汉源县","5118","3"
"2549","511826","芦山县","5118","3"
"2550","511902","巴州区","5119","3"
"2551","511922","南江县","5119","3"
"2552","512002","雁江区","5120","3"
"2553","513301","康定市","5133","3"
"2554","440608","高明区","4406","3"
"2555","440703","蓬江区","4407","3"
"2556","440781","台山市","4407","3"
"2557","440785","恩平市","4407","3"
"2558","440803","霞山区","4408","3"
"2559","440823","遂溪县","4408","3"
"2560","440882","雷州市","4408","3"
"2561","440902","茂南区","4409","3"
"2562","440982","化州市","4409","3"
"2563","441202","端州区","4412","3"
"2564","441226","德庆县","4412","3"
"2565","441302","惠城区","4413","3"
"2566","441323","惠东县","4413","3"
"2567","441403","梅县区","4414","3"
"2568","441424","五华县","4414","3"
"2569","441481","兴宁市","4414","3"
"2570","441521","海丰县","4415","3"
"2571","441602","源城区","4416","3"
"2572","441623","连平县","4416","3"
"2573","441704","阳东区","4417","3"
"2574","441802","清城区","4418","3"
"2575","441823","阳山县","4418","3"
"2576","441881","英德市","4418","3"
"2577","410503","北关区","4105","3"
"2578","410522","安阳县","4105","3"
"2579","410527","内黄县","4105","3"
"2580","410603","山城区","4106","3"
"2581","410622","淇县","4106","3"
"2582","410703","卫滨区","4107","3"
"2583","410721","新乡县","4107","3"
"2584","410726","延津县","4107","3"
"2585","410781","卫辉市","4107","3"
"2586","410803","中站区","4108","3"
"2587","410821","修武县","4108","3"
"2588","410825","温县","4108","3"
"2589","410902","华龙区","4109","3"
"2590","410926","范县","4109","3"
"2591","410883","孟州市","4108","3"
"2592","411023","许昌县","4110","3"
"2593","411025","襄城县","4110","3"
"2594","411103","郾城区","4111","3"
"2595","411122","临颍县","4111","3"
"2596","411203","陕州区","4112","3"
"2597","411281","义马市","4112","3"
"2598","411302","宛城区","4113","3"
"2599","411322","方城县","4113","3"
"2600","411325","内乡县","4113","3"
"2601","411328","唐河县","4113","3"
"2602","411330","桐柏县","4113","3"
"2603","411402","梁园区","4114","3"
"2604","411422","睢县","4114","3"
"2605","411425","虞城县","4114","3"
"2606","411503","平桥区","4115","3"
"2607","411523","新县","4115","3"
"2608","411526","潢川县","4115","3"
"2609","411528","息县","4115","3"
"2610","411621","扶沟县","4116","3"
"2611","411624","沈丘县","4116","3"
"2612","411627","太康县","4116","3"
"2613","411721","西平县","4117","3"
"2614","411724","正阳县","4117","3"
"2615","411727","汝南县","4117","3"
"2616","419001","济源市","4190","3"
"2617","420102","江岸区","4201","3"
"2618","420105","汉阳区","4201","3"
"2619","420111","洪山区","4201","3"
"2620","420114","蔡甸区","4201","3"
"2621","420117","新洲区","4201","3"
"2622","420203","西塞山区","4202","3"
"2623","420303","张湾区","4203","3"
"2624","420323","竹山县","4203","3"
"2625","420381","丹江口市","4203","3"
"2626","420503","伍家岗区","4205","3"
"2627","420506","夷陵区","4205","3"
"2628","420527","秭归县","4205","3"
"2629","420581","宜都市","4205","3"
"2630","420602","襄城区","4206","3"
"2631","420624","南漳县","4206","3"
"2632","420682","老河口市","4206","3"
"2633","420703","华容区","4207","3"
"2634","420802","东宝区","4208","3"
"2635","420822","沙洋县","4208","3"
"2636","421003","荆州区","4210","3"
"2637","421024","江陵县","4210","3"
"2638","421087","松滋市","4210","3"
"2639","421121","团风县","4211","3"
"2640","421124","英山县","4211","3"
"2641","421127","黄梅县","4211","3"
"2642","421202","咸安区","4212","3"
"2643","421223","崇阳县","4212","3"
"2644","421321","随县","4213","3"
"2645","430102","芙蓉区","4301","3"
"2646","430104","岳麓区","4301","3"
"2647","430112","望城区","4301","3"
"2648","430181","浏阳市","4301","3"
"2649","430203","芦淞区","4302","3"
"2650","430221","株洲县","4302","3"
"2651","430225","炎陵县","4302","3"
"2652","430302","雨湖区","4303","3"
